order_id,customer_id,order_date,shipping_date,order_status,shipping_city,shipping_state
14215,4108,2025-11-21,2025-11-25,Delivered,Tiruvottiyur,Andhra Pradesh
14216,2950,2026-01-22,2026-01-26,Delivered,Bidhannagar,Karnataka
14217,4442,2025-12-11,2025-12-13,Delivered,Mira-Bhayandar,Gujarat
14218,2899,2025-11-03,2025-11-07,Delivered,Hapur,Tamil Nadu
14219,1332,2026-09-10,2026-09-14,Shipped,Gwalior,Maharashtra
14220,4708,2025-02-11,2025-02-18,Delivered,Cuttack,Gujarat
14221,685,2026-05-24,2026-05-30,Processing,Nanded,Andhra Pradesh
14222,2953,2026-05-19,2026-05-22,Cancelled,Sambhal,Andhra Pradesh
14223,3269,2025-03-04,2025-03-10,Delivered,Singrauli,Rajasthan
14224,534,2026-03-24,2026-03-26,Processing,Madanapalle,Rajasthan
14225,3791,2025-10-10,2025-10-15,Shipped,Gangtok,Delhi
14226,787,2025-09-03,2025-09-06,Delivered,Nagaon,Karnataka
14227,2520,2025-09-13,2025-09-19,Shipped,Ambarnath,West Bengal
14228,1271,2025-12-15,2025-12-17,Delivered,Sagar,Andhra Pradesh
14229,2082,2026-07-17,2026-07-20,Shipped,Moradabad,Andhra Pradesh
14230,3446,2025-11-06,2025-11-13,Delivered,Ongole,Delhi
14231,1764,2025-06-21,2025-06-23,Delivered,Shimoga,Kerala
14232,1440,2024-10-18,2024-10-25,Cancelled,Moradabad,Delhi
14233,2768,2026-01-23,2026-01-28,Delivered,Hapur,Telangana
14234,1846,2024-12-15,2024-12-21,Delivered,Shivpuri,Telangana
14235,4510,2025-05-21,2025-05-25,Delivered,Bellary,Tamil Nadu
14236,2713,2026-06-18,2026-06-20,Delivered,Parbhani,Rajasthan
14237,4536,2024-11-02,2024-11-09,Processing,Dhanbad,Delhi
14238,381,2025-01-14,2025-01-16,Delivered,Visakhapatnam,Karnataka
14239,2206,2025-12-18,2025-12-25,Delivered,Yamunanagar,Kerala
14240,4646,2026-06-11,2026-06-18,Delivered,Bhiwani,Tamil Nadu
14241,134,2026-01-08,2026-01-09,Shipped,Udupi,Telangana
14242,2639,2025-08-09,2025-08-14,Delivered,Ujjain,Kerala
14243,508,2026-05-10,2026-05-16,Processing,Dibrugarh,Karnataka
14244,3257,2026-03-13,2026-03-20,Processing,Kakinada,Rajasthan
14245,4370,2025-02-01,2025-02-08,Delivered,Nadiad,Karnataka
14246,3780,2026-09-04,2026-09-10,Cancelled,Pallavaram,Kerala
14247,4632,2025-02-19,2025-02-20,Delivered,Buxar,Rajasthan
14248,4995,2025-08-04,2025-08-11,Delivered,Avadi,Tamil Nadu
14249,3335,2025-02-15,2025-02-20,Processing,Amaravati,Kerala
14250,3007,2025-10-11,2025-10-12,Delivered,Cuttack,Tamil Nadu
14251,4438,2026-08-08,2026-08-09,Delivered,Varanasi,Andhra Pradesh
14252,3182,2025-08-18,2025-08-25,Delivered,Miryalaguda,Delhi
14253,2560,2026-03-06,2026-03-09,Delivered,Sangli-Miraj & Kupwad,Gujarat
14254,1743,2025-08-11,2025-08-18,Cancelled,Jamshedpur,Delhi
14255,1332,2025-07-02,2025-07-09,Shipped,Bhimavaram,Andhra Pradesh
14256,685,2024-11-24,2024-12-01,Shipped,Bhind,Kerala
14257,4868,2026-06-05,2026-06-10,Delivered,Srinagar,Maharashtra
14258,3169,2025-01-18,2025-01-24,Cancelled,Dharmavaram,Gujarat
14259,559,2026-04-22,2026-04-29,Processing,Raurkela Industrial Township,Karnataka
14260,2462,2025-05-03,2025-05-05,Delivered,Eluru,West Bengal
14261,3591,2025-04-20,2025-04-24,Cancelled,Indore,Rajasthan
14262,2299,2025-10-01,2025-10-07,Shipped,Etawah,Telangana
14263,4341,2024-10-20,2024-10-24,Shipped,Chinsurah,West Bengal
14264,1949,2026-01-28,2026-02-04,Delivered,Sri Ganganagar,Maharashtra
14265,369,2026-08-28,2026-08-31,Delivered,Motihari,Karnataka
14266,4750,2025-06-02,2025-06-07,Delivered,Dhanbad,Maharashtra
14267,479,2024-10-12,2024-10-13,Delivered,Khammam,Tamil Nadu
14268,4828,2025-07-05,2025-07-11,Delivered,Danapur,Karnataka
14269,288,2026-08-05,2026-08-07,Cancelled,Deoghar,Gujarat
14270,1478,2026-07-20,2026-07-25,Delivered,Tadipatri,Telangana
14271,4922,2025-02-06,2025-02-10,Cancelled,Saharanpur,Gujarat
14272,374,2026-07-19,2026-07-22,Shipped,Faridabad,Maharashtra
14273,272,2024-10-02,2024-10-04,Processing,Sri Ganganagar,Kerala
14274,3075,2026-04-01,2026-04-07,Delivered,Bidhannagar,Telangana
14275,4583,2025-05-13,2025-05-17,Shipped,Bihar Sharif,Kerala
14276,2535,2025-04-17,2025-04-21,Delivered,Pimpri-Chinchwad,Gujarat
14277,2180,2024-11-21,2024-11-28,Delivered,Bhagalpur,Karnataka
14278,23,2026-09-02,2026-09-03,Processing,Asansol,Maharashtra
14279,274,2024-09-18,2024-09-22,Delivered,Jamalpur,Delhi
14280,297,2025-09-15,2025-09-21,Delivered,Jabalpur,Delhi
14281,937,2026-09-06,2026-09-09,Delivered,Bhopal,Maharashtra
14282,1955,2025-04-23,2025-04-28,Processing,Erode,Telangana
14283,4711,2025-10-30,2025-10-31,Processing,Bhopal,Delhi
14284,142,2026-02-14,2026-02-20,Delivered,Unnao,Rajasthan
14285,2878,2026-01-05,2026-01-09,Cancelled,Ajmer,Tamil Nadu
14286,3433,2024-12-23,2024-12-29,Delivered,Raebareli,Kerala
14287,2991,2025-09-28,2025-09-30,Delivered,Siliguri,Kerala
14288,2266,2025-03-19,2025-03-22,Delivered,Bilaspur,Gujarat
14289,2989,2025-07-17,2025-07-21,Delivered,Guna,Karnataka
14290,762,2025-03-12,2025-03-15,Delivered,Bharatpur,Telangana
14291,1799,2025-12-31,2026-01-01,Cancelled,Jalandhar,Andhra Pradesh
14292,3172,2025-07-30,2025-08-06,Processing,Secunderabad,West Bengal
14293,4822,2025-11-15,2025-11-20,Delivered,Kamarhati,Maharashtra
14294,818,2025-08-11,2025-08-14,Delivered,Ujjain,Delhi
14295,3886,2025-01-25,2025-01-27,Processing,Agra,Maharashtra
14296,2327,2025-11-13,2025-11-14,Delivered,Rajkot,Andhra Pradesh
14297,829,2026-03-03,2026-03-07,Cancelled,Kolhapur,Maharashtra
14298,1570,2024-12-05,2024-12-06,Processing,Jaipur,Delhi
14299,3346,2026-03-22,2026-03-28,Delivered,Nagpur,Tamil Nadu
14300,1536,2026-07-28,2026-08-02,Delivered,Noida,Gujarat
14301,1920,2025-12-29,2026-01-01,Processing,Shivpuri,Rajasthan
14302,4859,2025-11-19,2025-11-22,Delivered,Durg,Kerala
14303,2960,2025-11-03,2025-11-07,Delivered,Shimoga,Telangana
14304,3449,2025-07-22,2025-07-25,Delivered,Proddatur,Karnataka
14305,2615,2025-01-08,2025-01-10,Delivered,Raiganj,Maharashtra
14306,4452,2025-05-10,2025-05-13,Delivered,Bhind,Gujarat
14307,828,2025-12-01,2025-12-05,Shipped,Dhule,Maharashtra
14308,4705,2025-05-17,2025-05-23,Delivered,Anantapuram,West Bengal
14309,3833,2026-05-30,2026-06-01,Delivered,Bhind,West Bengal
14310,1024,2026-06-19,2026-06-26,Delivered,Gandhinagar,West Bengal
14311,820,2025-08-17,2025-08-18,Cancelled,Hubli–Dharwad,Maharashtra
14312,1363,2026-06-25,2026-06-30,Delivered,Gaya,Telangana
14313,3702,2024-11-25,2024-11-27,Cancelled,Tirunelveli,West Bengal
14314,240,2025-03-20,2025-03-23,Delivered,Udupi,Gujarat
14315,4764,2025-07-05,2025-07-09,Delivered,Raipur,Telangana
14316,1001,2026-08-31,2026-09-02,Shipped,Yamunanagar,Gujarat
14317,1562,2024-11-20,2024-11-23,Cancelled,Jammu,Telangana
14318,4701,2024-12-31,2025-01-06,Delivered,Katni,Kerala
14319,4180,2025-06-08,2025-06-11,Delivered,Miryalaguda,Kerala
14320,3589,2025-09-09,2025-09-13,Shipped,Burhanpur,Telangana
14321,2266,2026-02-19,2026-02-25,Processing,Visakhapatnam,Andhra Pradesh
14322,2208,2026-07-27,2026-08-01,Processing,Aurangabad,Maharashtra
14323,556,2026-04-07,2026-04-10,Delivered,Udupi,Telangana
14324,3093,2025-03-11,2025-03-13,Delivered,Ghaziabad,Karnataka
14325,794,2025-12-30,2026-01-04,Delivered,Gopalpur,Telangana
14326,1063,2025-06-10,2025-06-14,Cancelled,Tenali,Telangana
14327,701,2026-02-16,2026-02-20,Processing,Gaya,Andhra Pradesh
14328,4442,2025-12-28,2026-01-04,Delivered,Ghaziabad,Karnataka
14329,3858,2025-03-25,2025-03-26,Delivered,Gopalpur,Maharashtra
14330,4503,2024-12-27,2024-12-28,Shipped,Chandigarh,Kerala
14331,3561,2025-11-28,2025-11-30,Processing,Bhimavaram,Telangana
14332,2418,2024-11-04,2024-11-06,Delivered,Kozhikode,West Bengal
14333,3174,2025-09-24,2025-09-30,Shipped,Bhubaneswar,Tamil Nadu
14334,2415,2024-11-17,2024-11-18,Processing,Singrauli,Andhra Pradesh
14335,3405,2025-06-17,2025-06-22,Delivered,Pallavaram,Telangana
14336,1336,2026-09-04,2026-09-11,Processing,Gaya,Andhra Pradesh
14337,4081,2025-04-19,2025-04-23,Delivered,Sangli-Miraj & Kupwad,Kerala
14338,2158,2025-10-19,2025-10-26,Shipped,Thanjavur,Telangana
14339,1981,2026-04-06,2026-04-10,Shipped,Kulti,Rajasthan
14340,3414,2026-07-07,2026-07-10,Delivered,Amravati,Telangana
14341,1600,2024-10-30,2024-11-02,Cancelled,Tezpur,Tamil Nadu
14342,1606,2025-06-19,2025-06-22,Delivered,Kozhikode,Kerala
14343,769,2025-02-05,2025-02-12,Shipped,Bhimavaram,Rajasthan
14344,4973,2025-02-03,2025-02-07,Delivered,Rohtak,Telangana
14345,2325,2026-05-25,2026-05-26,Cancelled,Bhopal,Andhra Pradesh
14346,3601,2026-03-28,2026-03-30,Delivered,Bhiwani,Gujarat
14347,4572,2026-09-07,2026-09-08,Delivered,Hapur,Andhra Pradesh
14348,3318,2025-12-07,2025-12-08,Processing,Warangal,Rajasthan
14349,1070,2024-12-31,2025-01-02,Shipped,Gudivada,Kerala
14350,2925,2025-10-04,2025-10-08,Processing,Alwar,Gujarat
14351,644,2026-06-16,2026-06-20,Delivered,Amritsar,Telangana
14352,3797,2025-11-20,2025-11-25,Delivered,Kishanganj,Rajasthan
14353,1817,2025-01-26,2025-01-27,Delivered,Naihati,Kerala
14354,4920,2026-03-06,2026-03-12,Delivered,Durg,Karnataka
14355,2749,2025-03-07,2025-03-08,Delivered,Aurangabad,Andhra Pradesh
14356,4192,2026-05-28,2026-05-31,Shipped,Karawal Nagar,Maharashtra
14357,4822,2025-01-28,2025-01-31,Delivered,Etawah,West Bengal
14358,3141,2025-07-08,2025-07-15,Shipped,Hapur,Tamil Nadu
14359,2814,2024-11-16,2024-11-21,Delivered,Pimpri-Chinchwad,West Bengal
14360,570,2025-11-01,2025-11-04,Delivered,Suryapet,Delhi
14361,2873,2025-08-05,2025-08-07,Cancelled,Bidhannagar,Gujarat
14362,3859,2025-10-21,2025-10-24,Delivered,Hajipur,Andhra Pradesh
14363,110,2025-10-07,2025-10-09,Delivered,Kollam,Andhra Pradesh
14364,3218,2025-06-09,2025-06-16,Cancelled,Kadapa,Gujarat
14365,485,2026-03-30,2026-04-04,Delivered,Mango,Kerala
14366,1867,2026-07-19,2026-07-25,Processing,Jalgaon,Kerala
14367,2601,2025-04-11,2025-04-17,Delivered,Allahabad,West Bengal
14368,2889,2026-08-09,2026-08-10,Delivered,Madhyamgram,Delhi
14369,1631,2024-11-02,2024-11-09,Delivered,Chinsurah,Gujarat
14370,2424,2025-06-27,2025-07-03,Processing,Amaravati,Telangana
14371,2692,2025-02-10,2025-02-14,Processing,Morena,Rajasthan
14372,4527,2024-10-07,2024-10-08,Cancelled,Gaya,Karnataka
14373,2080,2026-05-24,2026-05-29,Delivered,Ramgarh,Telangana
14374,4237,2025-01-18,2025-01-21,Delivered,Firozabad,Maharashtra
14375,198,2026-03-22,2026-03-23,Shipped,Ramgarh,Andhra Pradesh
14376,2413,2026-04-19,2026-04-23,Delivered,Coimbatore,Karnataka
14377,4019,2026-04-06,2026-04-11,Cancelled,Asansol,Telangana
14378,1194,2026-08-29,2026-09-01,Cancelled,Ambattur,West Bengal
14379,144,2025-09-25,2025-10-02,Delivered,Bokaro,Maharashtra
14380,1888,2026-03-17,2026-03-24,Shipped,Madurai,West Bengal
14381,1328,2025-07-12,2025-07-17,Shipped,Tiruchirappalli,Andhra Pradesh
14382,968,2025-07-14,2025-07-21,Cancelled,Bokaro,Delhi
14383,135,2026-06-14,2026-06-19,Delivered,Meerut,Tamil Nadu
14384,2646,2025-01-13,2025-01-18,Processing,Jalna,Gujarat
14385,4502,2024-11-18,2024-11-23,Cancelled,Dehradun,Maharashtra
14386,4752,2025-08-08,2025-08-11,Shipped,Jalandhar,Karnataka
14387,3750,2024-09-30,2024-10-06,Processing,Ahmedabad,Karnataka
14388,364,2025-11-18,2025-11-25,Delivered,Gaya,Rajasthan
14389,1147,2024-10-02,2024-10-06,Processing,Avadi,Telangana
14390,604,2026-03-23,2026-03-25,Shipped,Bhilai,West Bengal
14391,2121,2026-06-30,2026-07-06,Processing,Jorhat,West Bengal
14392,1730,2026-06-07,2026-06-13,Delivered,Jabalpur,Delhi
14393,3614,2026-05-18,2026-05-21,Delivered,Shahjahanpur,Kerala
14394,1452,2024-11-27,2024-11-28,Delivered,Hazaribagh,Kerala
14395,4004,2025-12-23,2025-12-26,Cancelled,Berhampur,Telangana
14396,4673,2024-10-29,2024-10-31,Delivered,Ahmednagar,Karnataka
14397,3787,2024-11-18,2024-11-22,Processing,Giridih,West Bengal
14398,1311,2025-09-12,2025-09-18,Delivered,Tezpur,Kerala
14399,4431,2025-11-12,2025-11-16,Processing,Mangalore,Kerala
14400,2331,2025-11-02,2025-11-03,Delivered,Surendranagar Dudhrej,Andhra Pradesh
14401,4299,2024-11-13,2024-11-16,Processing,Thane,Telangana
14402,3528,2025-05-11,2025-05-15,Processing,Ahmednagar,Karnataka
14403,1146,2025-10-17,2025-10-23,Processing,Silchar,Maharashtra
14404,4585,2025-10-14,2025-10-17,Delivered,Dharmavaram,Andhra Pradesh
14405,607,2024-09-23,2024-09-27,Delivered,Karawal Nagar,Andhra Pradesh
14406,2152,2026-06-11,2026-06-18,Delivered,Tadepalligudem,Maharashtra
14407,4769,2025-08-15,2025-08-18,Delivered,Sangli-Miraj & Kupwad,Rajasthan
14408,1704,2026-03-29,2026-04-02,Delivered,Sirsa,Gujarat
14409,1890,2026-04-13,2026-04-17,Delivered,Medininagar,West Bengal
14410,4242,2026-08-05,2026-08-11,Delivered,Bettiah,Karnataka
14411,2562,2026-05-19,2026-05-21,Delivered,Jalgaon,Tamil Nadu
14412,4932,2025-07-04,2025-07-07,Delivered,Dharmavaram,West Bengal
14413,2845,2026-01-10,2026-01-14,Delivered,Maheshtala,Andhra Pradesh
14414,3166,2026-08-29,2026-08-30,Delivered,Aizawl,Kerala
14415,4630,2024-11-09,2024-11-14,Delivered,Bhilai,Gujarat
14416,3541,2026-07-19,2026-07-21,Processing,Bhilwara,Maharashtra
14417,3874,2025-03-31,2025-04-03,Delivered,Bhilai,Delhi
14418,4030,2026-05-28,2026-06-02,Processing,Nizamabad,Telangana
14419,3909,2025-04-24,2025-04-28,Delivered,Rajahmundry,Tamil Nadu
14420,644,2025-02-24,2025-02-27,Delivered,Rohtak,Gujarat
14421,2796,2024-10-20,2024-10-21,Delivered,Serampore,Tamil Nadu
14422,4820,2026-03-29,2026-04-04,Cancelled,Bathinda,Andhra Pradesh
14423,4252,2026-08-29,2026-09-02,Delivered,Bangalore,Tamil Nadu
14424,4278,2025-10-31,2025-11-07,Delivered,Kota,Andhra Pradesh
14425,3904,2025-08-28,2025-08-29,Delivered,Mumbai,Karnataka
14426,3667,2026-08-11,2026-08-15,Delivered,Panipat,Gujarat
14427,2050,2025-11-07,2025-11-08,Cancelled,Latur,Gujarat
14428,146,2024-11-19,2024-11-25,Processing,Madanapalle,Gujarat
14429,1870,2026-06-28,2026-07-04,Shipped,Tumkur,Rajasthan
14430,2666,2026-02-23,2026-02-25,Delivered,Hyderabad,Rajasthan
14431,1242,2025-11-26,2025-11-27,Delivered,Guntur,Rajasthan
14432,1389,2026-06-20,2026-06-23,Delivered,Chandrapur,Rajasthan
14433,1822,2025-10-10,2025-10-13,Shipped,Panchkula,Maharashtra
14434,4622,2025-06-01,2025-06-05,Shipped,Sasaram,Maharashtra
14435,3349,2026-04-30,2026-05-07,Cancelled,Hospet,Gujarat
14436,552,2026-05-27,2026-06-03,Processing,Jorhat,Rajasthan
14437,4860,2025-03-11,2025-03-15,Shipped,Jhansi,Rajasthan
14438,4562,2024-12-27,2024-12-28,Delivered,Chittoor,Rajasthan
14439,1336,2025-10-30,2025-11-05,Processing,Gorakhpur,West Bengal
14440,3045,2024-09-26,2024-10-02,Delivered,Purnia,Andhra Pradesh
14441,2723,2025-01-13,2025-01-17,Delivered,Narasaraopet,West Bengal
14442,1807,2025-10-27,2025-10-31,Processing,Rohtak,West Bengal
14443,2640,2026-05-17,2026-05-23,Delivered,Bidar,Rajasthan
14444,2765,2025-12-12,2025-12-18,Delivered,Mysore,Gujarat
14445,592,2025-08-09,2025-08-15,Delivered,Hapur,Rajasthan
14446,2341,2026-02-26,2026-02-27,Delivered,Munger,Tamil Nadu
14447,4411,2025-04-29,2025-05-03,Cancelled,Srikakulam,Telangana
14448,1113,2024-10-02,2024-10-08,Cancelled,Nashik,Delhi
14449,159,2026-01-22,2026-01-29,Delivered,Alwar,Kerala
14450,765,2025-06-10,2025-06-15,Shipped,Khora ,Andhra Pradesh
14451,934,2026-03-08,2026-03-12,Cancelled,Tumkur,Kerala
14452,781,2026-06-26,2026-07-01,Delivered,Mathura,Andhra Pradesh
14453,91,2026-04-23,2026-04-28,Delivered,Nadiad,Andhra Pradesh
14454,3857,2026-03-11,2026-03-18,Delivered,Amritsar,West Bengal
14455,1829,2026-07-10,2026-07-14,Shipped,Raipur,Maharashtra
14456,2355,2025-09-24,2025-10-01,Delivered,Kadapa,Andhra Pradesh
14457,3303,2026-07-23,2026-07-27,Delivered,Ujjain,Andhra Pradesh
14458,1590,2025-05-24,2025-05-29,Delivered,Agartala,West Bengal
14459,1526,2026-07-16,2026-07-22,Processing,Madhyamgram,Maharashtra
14460,4116,2024-12-19,2024-12-23,Cancelled,Ghaziabad,West Bengal
14461,2166,2025-07-12,2025-07-18,Delivered,Morbi,Kerala
14462,3802,2026-08-27,2026-08-31,Delivered,Adoni,Kerala
14463,4432,2024-10-07,2024-10-08,Delivered,Nagercoil,Gujarat
14464,1017,2025-02-14,2025-02-16,Delivered,Deoghar,West Bengal
14465,2264,2026-02-07,2026-02-14,Delivered,Nanded,Andhra Pradesh
14466,4498,2026-04-04,2026-04-11,Delivered,Dhule,Delhi
14467,4269,2025-05-31,2025-06-06,Delivered,Raipur,Telangana
14468,4023,2025-03-20,2025-03-23,Cancelled,Kamarhati,West Bengal
14469,3708,2024-11-10,2024-11-15,Shipped,Kavali,Andhra Pradesh
14470,3610,2025-07-04,2025-07-09,Shipped,Thiruvananthapuram,Karnataka
14471,2715,2024-12-30,2025-01-01,Delivered,South Dumdum,Tamil Nadu
14472,4158,2025-04-20,2025-04-25,Cancelled,Tezpur,Karnataka
14473,117,2025-03-07,2025-03-12,Processing,Raurkela Industrial Township,West Bengal
14474,989,2024-12-22,2024-12-25,Delivered,Tadepalligudem,Andhra Pradesh
14475,2823,2025-10-08,2025-10-09,Delivered,Mehsana,West Bengal
14476,1737,2026-06-10,2026-06-16,Delivered,Ongole,Tamil Nadu
14477,516,2026-05-29,2026-06-02,Delivered,Meerut,Gujarat
14478,3149,2025-05-15,2025-05-22,Cancelled,Phusro,Tamil Nadu
14479,2482,2025-10-09,2025-10-12,Delivered,Ambala,Karnataka
14480,668,2025-10-21,2025-10-27,Shipped,Ajmer,Rajasthan
14481,4967,2025-09-14,2025-09-21,Shipped,Gandhinagar,Gujarat
14482,49,2026-04-03,2026-04-10,Cancelled,Satna,Maharashtra
14483,468,2025-08-07,2025-08-09,Delivered,Raichur,Telangana
14484,4720,2025-06-24,2025-06-25,Cancelled,Khora ,Maharashtra
14485,1964,2026-07-17,2026-07-23,Shipped,Saharsa,Kerala
14486,499,2025-04-08,2025-04-12,Shipped,Kurnool,Kerala
14487,4475,2025-04-12,2025-04-16,Cancelled,Bhiwani,Rajasthan
14488,3729,2025-12-26,2025-12-30,Processing,Dewas,Delhi
14489,2292,2026-04-16,2026-04-22,Delivered,Shimoga,Kerala
14490,2262,2026-09-10,2026-09-11,Delivered,Mumbai,Telangana
14491,878,2025-08-08,2025-08-11,Shipped,Kadapa,Gujarat
14492,217,2025-12-23,2025-12-24,Delivered,Jalgaon,Telangana
14493,4556,2025-06-09,2025-06-15,Shipped,Nanded,Tamil Nadu
14494,530,2025-10-23,2025-10-24,Cancelled,Sikar,Andhra Pradesh
14495,562,2025-12-13,2025-12-17,Delivered,Kolkata,Tamil Nadu
14496,2173,2026-07-24,2026-07-28,Cancelled,Srinagar,Delhi
14497,84,2024-12-03,2024-12-04,Delivered,Akola,Rajasthan
14498,906,2024-12-15,2024-12-21,Delivered,Tezpur,Telangana
14499,1121,2025-11-14,2025-11-15,Delivered,Pune,Tamil Nadu
14500,402,2026-09-02,2026-09-08,Cancelled,Vadodara,Kerala
14501,1532,2026-03-11,2026-03-17,Delivered,Raichur,Maharashtra
14502,2864,2025-08-16,2025-08-20,Delivered,Sultan Pur Majra,Tamil Nadu
14503,4008,2026-08-07,2026-08-08,Cancelled,Panihati,Karnataka
14504,760,2025-11-09,2025-11-11,Delivered,Amravati,Tamil Nadu
14505,3717,2025-07-31,2025-08-04,Processing,Solapur,Rajasthan
14506,3170,2025-11-15,2025-11-20,Delivered,Coimbatore,Tamil Nadu
14507,2300,2025-12-13,2025-12-20,Delivered,Latur,West Bengal
14508,4011,2026-06-23,2026-06-27,Delivered,Gopalpur,Andhra Pradesh
14509,4910,2024-11-02,2024-11-03,Shipped,Guntakal,Rajasthan
14510,3317,2025-06-03,2025-06-09,Delivered,Karimnagar,Telangana
14511,1687,2026-04-19,2026-04-23,Cancelled,Anand,Kerala
14512,2102,2026-06-16,2026-06-21,Shipped,Ranchi,Telangana
14513,2867,2025-05-06,2025-05-09,Shipped,Morbi,Maharashtra
14514,489,2025-03-24,2025-03-27,Cancelled,Vadodara,Rajasthan
14515,1111,2025-03-19,2025-03-24,Delivered,Anand,Tamil Nadu
14516,1387,2026-05-20,2026-05-27,Delivered,Dharmavaram,Maharashtra
14517,3161,2025-09-10,2025-09-17,Delivered,Rajkot,Tamil Nadu
14518,3668,2025-07-16,2025-07-23,Cancelled,South Dumdum,Maharashtra
14519,651,2025-01-24,2025-01-31,Delivered,Raichur,Andhra Pradesh
14520,2095,2025-07-30,2025-07-31,Processing,Berhampur,Tamil Nadu
14521,3365,2025-08-12,2025-08-19,Delivered,Kolkata,Delhi
14522,4939,2026-06-11,2026-06-12,Shipped,Rajahmundry,Tamil Nadu
14523,2375,2025-06-05,2025-06-11,Delivered,Tiruchirappalli,Tamil Nadu
14524,4139,2025-10-09,2025-10-14,Delivered,Aligarh,Gujarat
14525,3097,2024-12-18,2024-12-21,Delivered,Deoghar,Telangana
14526,1133,2025-12-07,2025-12-11,Delivered,Shahjahanpur,Gujarat
14527,4682,2024-10-09,2024-10-10,Shipped,Srinagar,Delhi
14528,575,2024-10-03,2024-10-09,Shipped,Malda,Karnataka
14529,1207,2024-11-23,2024-11-24,Delivered,Nagercoil,Kerala
14530,1865,2026-08-18,2026-08-23,Shipped,Bilaspur,Delhi
14531,3432,2025-09-10,2025-09-16,Processing,Faridabad,Karnataka
14532,655,2026-03-22,2026-03-23,Delivered,Burhanpur,Maharashtra
14533,478,2025-01-05,2025-01-08,Delivered,Bellary,Gujarat
14534,3949,2024-10-15,2024-10-17,Delivered,Berhampore,Kerala
14535,3803,2025-12-09,2025-12-14,Delivered,Sambhal,Karnataka
14536,4033,2025-10-23,2025-10-27,Shipped,Shimoga,Delhi
14537,4834,2025-02-18,2025-02-20,Cancelled,Kharagpur,Karnataka
14538,6,2026-05-31,2026-06-01,Delivered,Anantapur,Delhi
14539,2313,2025-10-16,2025-10-19,Delivered,Phagwara,West Bengal
14540,3415,2025-05-27,2025-06-02,Processing,Sambhal,Telangana
14541,4971,2026-07-02,2026-07-09,Delivered,Morena,Andhra Pradesh
14542,618,2025-02-26,2025-02-28,Delivered,Muzaffarnagar,West Bengal
14543,2080,2024-09-25,2024-09-29,Shipped,Rajahmundry,Gujarat
14544,3594,2026-04-06,2026-04-11,Delivered,Darbhanga,West Bengal
14545,4130,2025-09-07,2025-09-09,Delivered,Eluru,Telangana
14546,1368,2026-02-18,2026-02-21,Delivered,Saharanpur,Rajasthan
14547,4128,2025-03-19,2025-03-25,Shipped,Belgaum,Tamil Nadu
14548,4098,2025-06-29,2025-07-04,Delivered,Ranchi,Tamil Nadu
14549,1313,2024-12-20,2024-12-26,Delivered,Hajipur,Andhra Pradesh
14550,211,2026-06-07,2026-06-08,Processing,Guntakal,Maharashtra
14551,783,2025-04-29,2025-05-01,Cancelled,Delhi,Telangana
14552,112,2024-12-11,2024-12-16,Shipped,Bhavnagar,West Bengal
14553,3785,2025-12-18,2025-12-21,Cancelled,Guntur,Rajasthan
14554,861,2024-10-28,2024-10-30,Cancelled,Ambala,Delhi
14555,2975,2024-12-06,2024-12-11,Shipped,Jalna,Gujarat
14556,3410,2024-12-02,2024-12-06,Delivered,Kharagpur,Gujarat
14557,432,2025-06-15,2025-06-20,Processing,Erode,Maharashtra
14558,340,2026-02-05,2026-02-07,Processing,Hospet,Maharashtra
14559,3376,2024-10-22,2024-10-27,Delivered,Agra,Kerala
14560,829,2026-01-21,2026-01-25,Processing,Noida,Tamil Nadu
14561,1228,2026-01-28,2026-01-31,Delivered,Jammu,Karnataka
14562,257,2026-05-05,2026-05-08,Delivered,Arrah,Andhra Pradesh
14563,4004,2024-11-19,2024-11-22,Delivered,Noida,West Bengal
14564,1800,2025-07-05,2025-07-12,Delivered,Pondicherry,Tamil Nadu
14565,480,2025-06-18,2025-06-23,Delivered,Haldia,Tamil Nadu
14566,774,2026-04-16,2026-04-23,Delivered,Cuttack,Andhra Pradesh
14567,3997,2025-01-14,2025-01-19,Shipped,Berhampore,Maharashtra
14568,2626,2026-05-03,2026-05-10,Delivered,Munger,Kerala
14569,1638,2024-10-15,2024-10-22,Shipped,Phagwara,Delhi
14570,1232,2025-10-01,2025-10-02,Delivered,Gangtok,Tamil Nadu
14571,19,2024-09-19,2024-09-20,Processing,Jamnagar,Andhra Pradesh
14572,4626,2025-07-10,2025-07-17,Shipped,Medininagar,West Bengal
14573,237,2025-03-12,2025-03-13,Processing,Miryalaguda,Telangana
14574,1972,2024-12-03,2024-12-09,Delivered,Salem,Andhra Pradesh
14575,3750,2025-05-07,2025-05-12,Processing,Tinsukia,Kerala
14576,3852,2026-05-21,2026-05-22,Delivered,Bihar Sharif,Rajasthan
14577,3932,2024-11-01,2024-11-02,Cancelled,Bijapur,Karnataka
14578,2375,2025-10-18,2025-10-25,Delivered,Thanjavur,West Bengal
14579,4495,2025-08-21,2025-08-27,Processing,Suryapet,Delhi
14580,637,2025-03-31,2025-04-04,Delivered,Phusro,Rajasthan
14581,21,2025-07-01,2025-07-07,Processing,Darbhanga,Telangana
14582,4812,2025-12-26,2025-12-29,Delivered,Burhanpur,Telangana
14583,2981,2026-04-19,2026-04-24,Processing,Surendranagar Dudhrej,Tamil Nadu
